"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"AC005682.5",24,50,17,20,3,3
"AC005682.6",7,1,4,9,3,0
"AC005686.1",0,0,0,0,0,0
"AC005701.1",0,0,0,0,0,0
"AC005702.1",8,2,1,1,1,3
"AC005702.2",0,2,2,0,0,7
"AC005702.3",3,6,8,13,4,6
"AC005702.4",0,6,3,8,2,1
"AC005703.2",0,0,0,0,0,0
"AC005703.3",0,0,0,0,0,0
"AC005722.4",0,0,0,0,0,0
"AC005725.1",0,0,0,0,0,0
"AC005730.2",0,0,0,0,0,0
"AC005740.3",1,2,0,0,1,2
"AC005740.4",0,0,0,0,0,0
"AC005740.5",0,0,0,0,0,0
"AC005740.6",6,4,2,4,2,0
"AC005741.2",0,0,0,0,0,0
"AC005752.10",0,0,0,4,0,0
"AC005753.1",0,0,0,0,0,0
"AC005754.7",1,2,0,0,0,0
"AC005754.8",0,3,2,3,4,2
"AC005757.6",0,0,1,0,0,0
"AC005757.7",0,0,0,0,0,0
"AC005758.1",0,1,0,0,0,2
"AC005772.2",0,0,0,0,0,0
"AC005775.2",4,5,10,7,3,6
"AC005776.1",1,0,0,0,0,0
"AC005777.3",0,0,0,0,0,0
"AC005779.2",0,0,0,0,0,0
"AC005780.1",0,0,0,0,0,0
"AC005783.1",0,0,0,0,0,0
"AC005785.2",1,2,5,12,4,0
"AC005785.5",1,0,2,1,0,2
"AC005786.3",0,0,0,1,0,0
"AC005786.5",0,0,2,0,0,0
"AC005786.6",0,0,0,0,0,0
"AC005786.7",1,0,4,6,4,1
"AC005789.9",0,0,0,0,0,0
"AC005794.1",0,0,0,0,0,0
"AC005795.1",1,3,2,0,0,0
"AC005796.2",0,0,0,0,0,0
"AC005808.3",0,0,0,0,0,0
"AC005822.1",1,0,1,0,0,1
"AC005828.1",0,0,0,0,0,0
"AC005838.2",0,0,1,0,0,0
"AC005863.1",0,0,2,0,0,0
"AC005863.2",0,0,0,0,0,0
"AC005901.1",0,0,0,0,0,0
"AC005915.1",0,0,0,0,0,0
"AC005926.1",0,0,0,0,0,0
"AC005932.1",10,15,21,0,0,5
"AC005943.2",0,0,0,0,0,0
"AC005943.6",0,0,1,2,0,0
"AC005944.2",0,1,3,8,1,1
"AC005954.3",0,0,0,3,0,0
"AC005954.4",0,0,0,0,1,0
"AC006000.5",0,0,0,0,0,0
"AC006003.3",0,0,0,0,0,0
"AC006004.1",1,0,0,2,2,0
"AC006007.1",0,0,0,0,0,0
"AC006011.4",0,0,0,0,0,0
"AC006014.7",0,0,0,0,0,0
"AC006014.8",0,0,0,0,0,0
"AC006019.1",0,0,0,0,0,0
"AC006019.3",0,0,1,0,0,0
"AC006019.4",0,0,0,0,0,0
"AC006022.4",0,0,0,0,0,0
"AC006026.1",0,0,0,0,0,0
"AC006026.12",0,0,0,0,0,0
"AC006026.13",11,6,7,3,4,3
"AC006026.2",0,0,0,0,0,0
"AC006026.9",0,0,0,0,0,0
"AC006028.11",0,0,0,0,0,0
"AC006033.22",0,0,0,1,0,0
"AC006037.2",0,0,0,0,0,0
"AC006041.1",0,0,0,0,0,0
"AC006042.6",0,0,0,0,0,0
"AC006042.7",0,0,0,0,0,0
"AC006042.8",0,0,0,0,0,2
"AC006050.2",0,1,1,0,0,0
"AC006070.12",0,0,0,0,0,0
"AC006076.1",0,0,0,0,0,0
"AC006077.3",11,4,11,9,7,6
"AC006077.4",0,0,0,0,0,0
"AC006088.1",0,0,0,0,0,0
"AC006115.1",0,0,0,0,0,0
"AC006115.6",0,0,0,0,0,0
"AC006116.1",0,0,0,0,0,0
"AC006116.12",0,0,0,0,0,1
"AC006116.13",0,0,0,0,0,0
"AC006116.14",0,0,0,0,0,0
"AC006116.15",9,9,6,12,8,1
"AC006116.17",0,2,0,0,3,0
"AC006116.19",0,0,0,0,0,0
"AC006116.20",0,0,0,0,0,0
"AC006116.21",0,0,0,0,0,0
"AC006116.22",4,3,2,0,2,0
"AC006116.24",0,0,1,1,2,2
"AC006116.27",0,4,4,8,2,5
"AC006126.3",1,0,0,0,0,0
"AC006126.4",12,12,6,0,7,0
"AC006128.2",3,2,3,4,4,7
"AC006129.1",0,1,0,0,0,0
"AC006129.2",0,0,0,3,1,0
"AC006129.3",0,0,0,0,0,0
"AC006130.1",0,0,0,0,0,0
"AC006130.3",0,0,0,0,0,0
"AC006130.4",0,0,0,0,0,0
"AC006133.3",0,0,0,0,0,0
"AC006133.7",0,0,0,0,0,0
"AC006145.1",0,0,0,0,0,0
"AC006145.4",0,0,1,8,1,0
"AC006150.1",0,0,0,0,0,0
"AC006150.2",0,0,0,0,0,0
"AC006153.3",0,0,0,0,0,0
"AC006159.4",1,2,0,0,0,1
"AC006159.5",0,0,0,0,0,0
"AC006160.5",2,4,0,0,1,2
"AC006195.2",0,0,0,0,0,0
"AC006196.1",0,0,0,0,0,0
"AC006227.1",0,0,0,0,0,0
"AC006262.10",0,0,0,0,0,0
"AC006262.11",0,0,0,0,0,0
"AC006262.4",0,0,1,0,0,0
"AC006262.5",0,0,0,12,0,0
"AC006272.1",9,2,7,3,1,0
"AC006272.2",0,0,0,0,0,0
"AC006273.4",7,1,6,3,5,3
"AC006273.5",23,53,35,87,88,85
"AC006277.2",2,1,2,0,0,4
"AC006277.3",0,0,0,0,0,0
"AC006288.1",0,0,0,0,0,0
"AC006296.1",0,0,0,0,0,0
"AC006296.2",0,0,0,0,0,0
"AC006322.1",0,0,0,0,0,0
"AC006326.3",0,0,0,0,0,0
"AC006328.1",0,0,0,0,0,0
"AC006328.2",0,0,0,0,0,0
"AC006328.3",0,0,0,0,0,0
"AC006328.4",0,0,0,0,0,0
"AC006328.9",0,0,0,0,0,0
"AC006335.10",0,0,0,0,0,0
"AC006335.11",0,0,0,0,0,0
"AC006335.2",0,0,0,0,0,0
"AC006335.6",0,0,0,0,0,0
"AC006355.3",0,0,0,0,0,0
"AC006366.3",0,0,0,0,0,0
"AC006369.2",0,0,0,0,0,0
"AC006369.3",0,0,0,0,0,0
"AC006371.1",0,0,0,0,0,0
"AC006372.4",3,2,0,0,0,1
"AC006372.5",0,0,0,0,0,0
"AC006372.6",0,0,0,0,0,0
"AC006373.1",0,0,0,0,0,0
"AC006377.1",0,0,0,0,0,0
"AC006378.2",0,0,0,0,0,0
"AC006380.1",0,0,0,0,0,0
"AC006380.3",0,0,0,0,0,0
"AC006386.1",0,0,0,0,0,0
"AC006390.4",0,0,0,0,0,0
"AC006427.2",0,0,0,0,0,0
"AC006445.1",0,0,0,0,0,0
"AC006445.6",0,0,0,0,0,0
"AC006445.7",0,0,0,0,0,0
"AC006449.2",1,1,3,0,2,0
"AC006452.1",0,0,0,0,0,0
"AC006452.2",0,0,0,0,0,0
"AC006458.3",0,0,0,0,0,0
"AC006460.2",17,19,22,0,27,23
"AC006461.1",0,0,0,0,0,0
"AC006461.2",0,0,0,0,0,0
"AC006466.5",0,0,0,0,0,0
"AC006478.1",0,0,0,0,0,0
"AC006480.1",3,1,1,4,0,0
"AC006482.1",0,0,0,0,0,0
"AC006483.1",0,0,0,0,0,0
"AC006483.5",0,0,0,0,0,0
"AC006486.10",4,3,2,2,3,1
"AC006486.9",0,0,0,0,0,0
"AC006487.1",0,0,0,0,0,0
"AC006499.1",0,1,0,0,0,0
"AC006499.2",0,0,0,0,0,0
"AC006499.3",0,0,0,0,0,0
"AC006499.4",0,0,0,0,0,0
"AC006499.5",0,0,0,0,0,0
"AC006499.6",0,0,0,0,0,0
"AC006499.7",2,1,2,0,0,0
"AC006499.9",0,0,0,0,0,0
"AC006509.4",0,0,0,0,0,0
"AC006509.7",0,0,0,0,0,0
"AC006534.1",0,0,0,0,0,0
"AC006534.2",0,0,0,0,0,0
"AC006534.3",0,0,0,0,0,0
"AC006538.1",11,7,4,6,8,0
"AC006538.4",0,0,0,0,0,0
"AC006538.8",0,0,0,0,1,0
"AC006539.1",0,1,0,0,0,0
"AC006539.2",0,0,0,0,0,0
"AC006539.3",0,0,0,0,0,0
"AC006539.6",0,0,0,0,0,0
"AC006547.13",2,0,3,0,0,0
"AC006547.15",0,0,5,0,2,0
"AC006547.8",1,4,0,11,2,5
"AC006548.19",0,0,0,0,0,0
"AC006548.26",0,0,0,0,0,0
"AC006548.28",41,38,43,80,60,37
"AC006552.1",0,0,0,0,0,2
"AC006557.1",0,0,0,0,0,0
"AC006840.1",0,0,0,0,0,0
"AC006925.1",0,0,0,0,0,0
"AC006926.1",0,0,0,0,0,0
"AC006942.4",6,7,14,16,8,5
"AC006946.12",0,0,0,0,0,0
"AC006946.15",1,0,0,2,0,1
"AC006946.16",14,20,17,24,22,21
"AC006946.17",1,1,2,0,1,3
"AC006947.1",0,0,0,0,0,0
"AC006960.5",0,0,0,0,0,0
"AC006960.7",0,0,0,0,0,0
"AC006978.6",33,51,29,22,13,14
"AC006987.4",0,0,0,0,0,0
"AC006987.5",0,0,0,0,0,0
"AC006987.6",0,0,0,0,0,0
"AC006988.1",0,0,0,0,0,0
"AC006989.2",0,0,0,0,0,0
"AC006994.1",0,1,0,0,0,0
"AC006994.2",0,1,1,4,0,0
"AC006994.3",0,0,1,0,2,0
"AC007000.10",0,1,0,0,0,0
"AC007000.11",1,0,0,0,0,1
"AC007003.1",0,0,0,0,0,0
"AC007006.1",0,0,0,0,0,0
"AC007009.1",0,0,0,0,0,0
"AC007009.2",0,0,0,0,0,0
"AC007016.3",0,0,0,0,0,0
"AC007036.4",0,1,2,0,0,1
"AC007036.5",0,0,0,0,0,0
"AC007036.6",0,0,0,0,0,0
"AC007038.7",1,4,7,0,3,5
"AC007040.1",0,0,0,0,0,0
"AC007040.11",4,1,0,0,0,1
"AC007040.2",0,0,0,0,0,0
"AC007040.3",0,0,0,0,0,0
"AC007040.6",0,0,0,6,0,0
"AC007040.8",0,0,0,0,0,0
"AC007041.1",0,0,0,0,0,0
"AC007041.2",0,0,1,0,0,0
"AC007050.1",0,0,0,0,0,0
"AC007050.17",0,0,0,0,0,0
"AC007056.1",0,0,0,0,0,0
"AC007064.22",0,0,0,0,0,0
"AC007064.24",0,0,0,0,0,0
"AC007064.25",0,0,0,0,0,0
"AC007078.4",0,0,0,0,0,0
"AC007091.1",0,0,0,0,0,0
"AC007096.1",0,0,0,0,0,0
"AC007098.1",0,0,0,0,0,0
"AC007099.1",0,0,1,0,0,0
"AC007099.2",0,0,0,0,0,0
"AC007106.1",0,0,0,0,0,0
"AC007115.3",0,0,0,0,0,0
"AC007126.1",2,6,6,0,3,1
"AC007128.1",0,0,0,0,0,0
"AC007131.1",0,0,0,0,0,0
"AC007131.2",0,0,0,0,0,0
"AC007131.3",0,0,0,0,0,0
"AC007136.1",0,0,0,0,0,0
"AC007161.5",0,0,0,0,0,0
"AC007163.1",0,0,0,0,0,0
"AC007163.2",0,0,0,0,0,0
"AC007163.3",0,0,0,0,0,0
"AC007163.6",0,1,3,0,0,0
"AC007179.1",0,0,0,0,0,0
"AC007179.2",0,0,0,0,0,0
"AC007182.6",0,0,0,0,0,0
"AC007191.4",12,10,16,28,6,11
"AC007192.4",0,0,0,0,0,0
"AC007192.6",0,0,0,0,0,0
"AC007193.10",0,0,0,0,0,0
"AC007193.6",1,0,0,0,0,0
"AC007193.8",0,1,0,0,0,0
"AC007193.9",0,1,0,0,0,0
"AC007204.2",0,1,2,1,1,0
"AC007204.3",0,0,0,0,0,0
"AC007216.1",0,0,0,0,0,0
"AC007224.1",0,0,0,0,0,0
"AC007228.11",9,26,18,26,14,27
"AC007228.5",0,0,0,3,0,0
"AC007228.8",0,0,0,0,0,0
"AC007228.9",0,4,2,13,4,5
"AC007229.3",0,0,2,0,1,0
"AC007237.2",0,0,0,0,0,0
"AC007238.1",5,7,2,0,1,0
"AC007241.1",0,0,0,0,0,0
"AC007242.1",0,0,0,0,0,0
"AC007246.3",339,274,377,285,241,241
"AC007249.3",0,0,0,0,0,0
"AC007250.4",0,0,2,0,0,0
"AC007251.2",0,0,0,0,0,0
"AC007253.1",0,0,0,0,0,0
"AC007255.8",19,13,11,12,7,7
"AC007256.5",0,0,0,0,0,0
"AC007271.3",0,0,0,0,0,0
"AC007272.3",0,0,1,0,0,0
"AC007274.2",0,0,0,0,0,0
"AC007274.5",0,0,0,0,0,0
"AC007277.3",0,0,1,0,0,0
"AC007278.2",0,0,0,0,0,0
"AC007278.3",0,0,0,0,0,0
"AC007279.1",0,0,0,0,0,0
"AC007279.2",0,0,0,0,0,0
"AC007283.4",0,0,0,0,0,0
"AC007283.5",0,0,0,0,0,0
"AC007285.1",0,0,0,0,0,0
"AC007285.6",3,0,0,2,1,0
"AC007285.7",0,0,0,0,0,0
"AC007292.3",5,4,1,0,1,1
"AC007292.4",1,0,0,0,1,0
"AC007292.6",3,2,4,5,4,1
"AC007292.7",3,2,0,3,0,3
"AC007304.1",0,0,0,0,0,0
"AC007308.7",0,1,0,0,0,0
"AC007312.3",0,0,0,0,0,0
"AC007317.1",0,0,0,0,0,0
"AC007318.5",3,4,0,4,2,0
"AC007319.1",0,0,5,0,0,4
"AC007322.1",0,0,0,0,0,0
"AC007322.3",0,0,0,0,0,0
"AC007322.5",0,0,0,0,0,0
"AC007322.7",0,0,0,0,0,0
"AC007325.1",0,2,1,0,1,0
"AC007325.2",0,0,0,0,0,0
"AC007325.3",0,0,0,0,0,0
"AC007325.4",16,14,9,3,8,8
"AC007326.1",0,0,0,0,0,0
"AC007326.10",0,0,0,0,0,0
"AC007326.9",0,0,0,0,0,0
"AC007327.5",0,0,0,0,0,0
"AC007327.6",0,0,0,0,0,0
"AC007333.1",0,0,0,0,0,0
"AC007339.1",0,0,0,0,0,0
"AC007339.2",0,0,0,0,0,0
"AC007347.1",0,2,2,0,1,0
"AC007349.4",0,0,0,0,0,0
"AC007349.5",0,0,0,0,0,0
"AC007349.7",0,0,0,0,0,0
"AC007358.1",0,0,0,0,0,0
"AC007359.6",0,0,0,0,0,0
"AC007362.3",0,0,0,2,0,1
"AC007364.1",0,0,0,0,0,0
"AC007365.1",0,0,0,0,0,0
"AC007365.2",0,0,0,0,0,0
"AC007365.3",0,6,4,1,0,0
"AC007365.4",15,19,8,7,1,6
"AC007367.1",0,0,0,0,0,0
"AC007375.1",0,0,0,0,0,0
"AC007381.1",0,0,0,0,0,0
"AC007381.3",0,0,0,0,0,0
"AC007383.3",93,186,117,75,47,42
"AC007383.4",0,1,1,0,1,0
"AC007383.6",0,0,0,0,0,0
"AC007384.1",0,0,0,0,0,0
"AC007386.2",8,5,10,10,4,3
"AC007386.3",0,0,0,0,0,0
"AC007386.4",1,0,0,0,0,0
"AC007387.2",0,0,0,0,0,0
"AC007389.1",0,0,0,2,0,0
"AC007389.2",0,0,0,0,0,0
"AC007389.3",11,7,6,24,4,7
"AC007389.4",0,0,0,0,0,0
"AC007390.4",0,0,0,0,0,0
"AC007391.2",0,0,0,0,0,4
"AC007392.3",0,0,1,0,0,0
"AC007392.4",0,0,0,0,0,0
"AC007394.3",0,0,0,0,0,0
"AC007395.3",0,0,0,0,0,0
"AC007395.4",0,0,0,0,0,0
"AC007402.1",0,0,0,0,0,0
"AC007403.1",0,0,0,0,0,0
"AC007403.2",0,0,0,0,0,0
"AC007403.3",0,0,0,0,0,0
"AC007405.4",6,3,9,0,13,4
"AC007405.6",34,77,63,30,38,27
"AC007405.8",0,0,0,0,0,0
"AC007422.1",0,0,0,0,0,0
"AC007435.1",0,0,0,0,0,0
"AC007436.1",0,0,0,0,0,0
"AC007450.1",0,0,0,0,0,0
"AC007461.2",0,0,0,0,0,0
"AC007463.2",0,0,0,0,0,0
"AC007486.1",0,0,0,0,0,0
"AC007511.1",0,0,0,0,0,0
"AC007528.1",0,0,0,0,0,0
"AC007528.2",0,0,0,0,0,0
"AC007535.1",0,0,0,0,0,0
"AC007551.1",0,0,0,0,0,0
"AC007551.2",0,0,0,0,0,0
"AC007556.3",0,0,0,0,0,0
"AC007557.1",0,0,0,0,0,0
"AC007557.2",0,0,0,0,0,0
"AC007557.3",0,0,0,0,0,0
"AC007557.4",0,0,0,0,0,0
"AC007557.5",0,0,0,0,0,0
"AC007559.1",0,0,0,0,0,0
"AC007560.1",0,0,0,0,0,0
"AC007560.2",0,0,0,0,0,0
"AC007562.1",0,0,0,0,0,0
"AC007563.1",0,0,0,0,0,0
"AC007563.3",0,0,0,0,0,0
"AC007563.4",0,0,0,0,0,0
"AC007563.5",0,0,1,4,3,1
"AC007566.10",16,12,15,23,9,7
"AC007567.1",0,0,0,0,0,0
"AC007568.1",0,0,0,0,0,0
"AC007611.1",0,0,0,0,0,0
"AC007618.3",0,0,0,0,0,0
"AC007620.3",1,3,1,1,4,1
"AC007631.1",0,0,0,0,0,0
"AC007652.1",0,0,0,0,0,0
"AC007677.2",0,0,0,0,0,0
"AC007679.1",0,1,0,0,0,0
"AC007679.3",0,0,0,0,0,0
"AC007679.4",0,0,0,0,0,0
"AC007682.1",0,0,0,3,0,0
"AC007682.2",0,0,0,0,0,0
"AC007682.3",0,0,0,0,0,0
"AC007682.4",0,0,0,0,0,0
"AC007731.1",0,0,0,0,0,0
"AC007731.2",0,0,0,0,0,0
"AC007740.1",0,0,0,0,0,0
"AC007742.3",0,0,0,0,0,0
"AC007743.1",8,12,4,0,5,0
"AC007750.1",0,0,0,0,0,0
"AC007750.5",0,0,4,4,0,0
"AC007773.1",1,0,0,0,0,0
"AC007773.2",9,14,12,13,4,8
"AC007787.2",0,0,0,0,0,0
"AC007787.3",0,0,0,0,2,0
"AC007790.4",0,0,0,0,0,0
"AC007792.1",0,0,0,0,0,0
"AC007795.1",0,0,0,0,0,0
"AC007796.1",0,0,0,0,0,0
"AC007842.1",0,0,0,0,0,0
"AC007875.2",1,1,2,0,1,2
"AC007879.1",0,0,0,0,0,0
"AC007879.2",0,1,2,7,1,0
"AC007879.3",0,0,0,0,0,0
"AC007879.4",0,0,0,0,0,0
"AC007879.5",1,1,2,6,2,2
"AC007879.6",0,0,0,0,0,0
"AC007879.7",0,0,0,2,0,0
"AC007880.1",0,0,0,0,0,0
"AC007880.2",0,0,0,0,0,0
"AC007881.1",0,0,0,0,0,0
"AC007881.4",0,0,0,0,0,0
"AC007899.3",0,0,0,0,0,0
"AC007906.1",0,0,1,0,0,0
"AC007908.1",0,0,0,0,0,0
"AC007919.1",0,0,0,0,0,0
"AC007919.18",0,0,0,0,0,0
"AC007919.19",0,0,0,0,0,0
"AC007919.2",0,0,0,0,0,0
"AC007948.1",0,0,0,0,0,0
"AC007950.1",0,1,0,0,0,0
"AC007950.2",3,3,1,3,2,2
"AC007952.4",0,0,0,0,0,0
"AC007952.5",0,1,0,0,0,0
"AC007952.6",0,0,0,0,0,0
"AC007966.1",2,0,3,3,0,0
"AC007967.2",0,0,0,0,0,0
"AC007967.3",0,0,0,0,0,0
"AC007967.4",0,0,0,0,0,0
"AC007969.4",0,0,0,0,0,0
"AC007969.5",5,5,7,2,2,0
"AC007998.1",0,0,0,0,0,0
"AC008041.1",0,0,0,0,0,0
"AC008045.1",0,0,0,0,0,0
"AC008060.1",0,0,0,0,0,0
"AC008060.5",0,0,0,0,0,0
"AC008060.7",0,0,0,0,0,0
"AC008060.8",0,0,0,0,0,0
"AC008063.2",0,0,0,0,0,0
"AC008063.3",0,0,0,0,0,0
"AC008065.1",3,2,0,10,0,2
"AC008067.2",0,0,0,0,0,0
"AC008069.1",0,0,0,0,0,0
"AC008069.2",0,0,0,0,0,0
"AC008072.1",1,1,0,0,0,0
"AC008073.7",0,0,0,0,3,2
"AC008073.9",0,0,0,0,0,0
"AC008074.1",0,0,1,3,1,3
"AC008074.3",2,5,3,0,0,1
"AC008074.4",0,0,0,0,0,0
"AC008074.5",0,0,0,0,0,0
"AC008079.10",4,4,10,5,0,3
"AC008079.9",0,0,0,0,0,0
"AC008085.1",0,0,0,0,0,0
"AC008088.4",2,0,1,0,0,1
"AC008103.3",0,0,0,0,0,0
"AC008103.4",0,0,0,0,0,0
"AC008132.13",3,1,2,6,2,3
"AC008132.14",0,0,0,0,0,0
"AC008132.15",0,0,0,0,0,0
"AC008154.4",0,0,0,0,0,0
"AC008154.5",0,0,0,0,0,0
"AC008155.1",0,0,0,0,0,0
"AC008155.2",0,0,0,0,0,0
"AC008163.4",0,0,0,0,0,0
"AC008166.1",0,0,0,0,0,0
"AC008169.1",0,0,0,0,0,0
"AC008171.1",0,0,1,0,0,0
"AC008173.1",0,0,0,0,0,0
"AC008175.1",0,0,0,0,0,0
"AC008264.4",0,0,0,0,0,0
"AC008265.2",0,0,0,0,0,0
"AC008268.1",0,0,0,0,0,0
"AC008268.2",0,1,0,0,0,0
"AC008269.2",0,0,0,1,0,0
"AC008271.1",0,0,0,0,0,0
"AC008277.1",0,0,0,0,0,0
"AC008278.2",2,1,1,0,0,0
"AC008278.3",1,0,0,0,0,0
"AC008280.1",1,0,0,0,0,0
"AC008280.3",0,0,0,0,0,0
"AC008281.1",0,0,0,0,0,0
"AC008391.1",0,0,0,0,0,0
"AC008410.1",0,0,0,0,0,0
"AC008427.2",0,1,2,0,0,0
"AC008440.10",0,0,0,0,0,0
"AC008440.5",0,0,0,0,1,0
"AC008449.1",0,0,0,0,0,0
"AC008464.1",0,0,0,0,0,0
"AC008514.1",0,1,0,0,0,0
"AC008521.1",0,0,0,0,0,0
"AC008522.1",0,1,1,6,0,0
"AC008536.1",0,0,1,0,0,1
"AC008547.1",0,0,0,0,0,0
"AC008562.1",0,0,0,0,0,0
"AC008565.1",0,1,0,0,0,0
"AC008581.1",0,0,0,0,0,0
"AC008592.3",0,1,1,5,0,0
"AC008592.4",0,0,0,0,0,0
"AC008592.5",2,0,1,0,0,0
"AC008592.7",0,0,0,0,0,0
"AC008592.8",2,1,2,2,0,0
"AC008598.1",0,0,0,0,0,0
"AC008622.1",0,0,0,0,0,0
"AC008623.1",0,0,0,0,0,0
"AC008625.1",0,0,0,0,0,0
"AC008641.1",0,0,0,0,0,0
"AC008671.1",0,0,0,0,0,0
"AC008674.1",0,0,0,0,0,0
"AC008686.1",0,0,0,0,1,1
"AC008691.1",0,0,0,0,0,0
"AC008694.2",0,0,1,0,0,0
"AC008694.3",0,0,0,0,0,0
"AC008697.1",4,11,13,0,5,7
"AC008703.1",0,0,0,0,0,0
"AC008703.2",0,0,0,0,0,0
"AC008737.1",0,0,0,0,0,0
"AC008740.1",0,0,0,0,0,0
"AC008746.10",0,0,0,0,0,0
"AC008746.12",4,4,0,3,5,1
"AC008746.3",2,0,0,0,0,0
"AC008746.5",0,0,0,0,0,0
"AC008746.9",0,0,0,0,0,0
"AC008752.1",1,0,0,2,0,0
"AC008753.1",0,0,0,0,0,0
"AC008753.3",2,2,0,4,2,2
"AC008753.4",0,0,0,0,0,0
"AC008753.6",1,2,1,4,1,0
"AC008756.1",0,0,0,0,0,0
"AC008759.1",0,0,0,0,1,0
"AC008780.1",0,0,0,0,0,0
"AC008781.1",0,0,0,0,0,0
"AC008781.7",9,8,5,8,6,10
"AC008798.1",0,0,0,0,0,0
"AC008810.1",0,0,0,0,0,0
"AC008834.1",0,0,0,0,0,0
"AC008834.2",0,0,0,0,0,0
"AC008836.1",0,0,0,0,0,0
"AC008850.3",0,1,0,0,0,0
"AC008865.1",0,0,0,0,0,0
"AC008869.1",0,0,0,0,0,0
"AC008869.2",0,0,0,0,0,0
"AC008906.1",0,0,0,0,0,0
"AC008914.1",0,0,0,0,0,0
"AC008937.2",0,0,0,0,0,0
"AC008937.3",0,0,0,0,0,0
"AC008938.1",0,0,0,0,0,0
"AC008940.1",0,0,0,0,0,0
"AC008949.1",0,0,0,0,0,0
"AC008967.1",0,0,0,0,0,0
"AC008982.2",2,2,0,0,2,0
"AC008984.2",0,0,1,0,0,0
"AC008984.5",0,0,0,0,0,0
"AC008984.6",0,0,0,0,0,0
"AC008984.7",0,0,0,0,0,0
"AC008985.1",0,1,0,0,1,0
"AC008991.1",0,0,0,0,0,0
"AC008992.1",0,0,0,0,0,0
"AC008993.2",0,0,0,0,2,0
"AC008993.3",0,0,0,0,0,0
"AC009005.2",42,78,22,17,8,6
"AC009009.1",0,0,0,0,0,0
"AC009014.3",0,0,0,0,0,0
"AC009022.1",0,0,0,0,0,0
"AC009035.1",0,0,0,0,0,0
"AC009052.12",0,0,0,0,0,0
"AC009060.1",0,0,0,0,0,0
"AC009060.2",0,0,0,0,0,0
"AC009060.3",0,0,0,0,0,0
"AC009065.1",0,0,0,0,0,0
"AC009065.2",0,0,0,0,0,0
"AC009065.3",0,0,0,0,0,0
"AC009065.4",0,0,2,2,0,0
"AC009080.1",0,0,0,0,0,0
"AC009081.1",0,0,0,0,0,0
"AC009084.1",0,0,0,0,0,0
"AC009091.1",0,0,0,0,0,0
"AC009095.4",1,1,0,0,0,1
"AC009108.1",0,0,0,0,0,0
"AC009108.2",0,0,0,0,0,0
"AC009110.1",0,0,0,0,0,0
"AC009120.10",3,0,1,0,2,0
"AC009120.11",2,0,0,0,0,0
"AC009120.3",4,0,7,13,7,6
"AC009120.4",0,1,0,0,1,0
"AC009120.5",1,0,0,0,0,2
"AC009120.6",43,27,35,74,53,44
"AC009120.8",0,0,0,0,0,0
"AC009120.9",0,0,0,0,0,0
"AC009121.1",0,0,0,0,0,0
"AC009121.2",0,0,0,0,0,0
"AC009127.1",0,0,0,0,0,0
"AC009133.12",18,20,30,37,5,4
"AC009133.15",0,2,2,4,0,1
"AC009133.17",9,0,13,1,1,0
"AC009133.21",2,1,3,0,1,3
"AC009133.22",0,0,0,0,0,0
"AC009133.23",0,0,0,0,0,0
"AC009133.24",0,0,0,0,0,0
"AC009134.1",0,0,0,0,0,0
"AC009158.1",0,0,0,0,0,0
"AC009159.1",0,0,0,0,0,0
"AC009161.1",0,0,0,0,0,0
"AC009166.5",0,0,0,0,0,0
"AC009166.7",0,0,0,0,0,0
"AC009196.1",0,0,0,0,0,0
"AC009227.2",1,0,1,0,1,0
"AC009227.3",0,0,0,0,0,0
"AC009228.1",1,1,2,0,1,4
"AC009229.5",0,0,0,0,0,0
"AC009229.6",2,1,2,0,5,0
"AC009236.2",0,0,0,0,0,0
"AC009237.10",0,0,0,0,0,0
"AC009237.11",0,0,0,0,0,0
"AC009237.13",0,0,0,0,0,0
"AC009237.14",0,0,0,0,0,0
"AC009237.16",0,0,0,0,0,0
"AC009237.17",0,0,0,0,0,0
"AC009237.2",0,0,0,0,0,0
"AC009237.4",0,0,0,0,0,0
"AC009237.5",0,0,0,0,0,0
"AC009237.6",0,0,0,0,0,0
"AC009237.8",21,41,36,14,16,2
"AC009238.6",0,1,0,0,0,0
"AC009238.7",0,0,0,0,0,0
"AC009238.8",0,0,0,0,0,0
"AC009245.3",7,4,1,6,1,0
"AC009260.1",0,0,0,0,0,0
"AC009262.2",0,0,0,0,0,0
"AC009263.2",0,0,0,0,0,0
"AC009264.1",0,0,0,0,0,0
"AC009274.6",0,0,0,0,0,1
"AC009276.4",0,0,0,0,0,0
"AC009297.1",0,0,0,0,0,0
"AC009299.1",0,0,0,0,0,0
"AC009299.2",0,1,0,0,0,0
"AC009299.3",1,0,0,4,0,1
"AC009299.4",2,0,0,0,0,0
"AC009299.5",0,0,0,0,0,0
"AC009302.2",0,0,0,0,0,0
"AC009303.1",0,0,0,0,0,0
"AC009303.2",36,20,32,28,9,20
"AC009303.3",0,0,0,0,0,0
"AC009305.1",0,0,0,0,0,0
"AC009305.2",0,0,0,0,0,0
"AC009310.1",0,0,0,0,0,0
"AC009312.1",1,1,0,0,0,0
"AC009313.1",0,0,0,0,0,0
"AC009313.2",0,0,0,0,0,0
"AC009336.1",0,0,0,0,0,0
"AC009336.19",0,0,0,0,0,0
"AC009362.2",0,0,0,0,3,0
"AC009365.4",0,0,0,0,0,0
"AC009403.2",28,38,31,16,11,12
