	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
53490	SPTBN4	219.2194275786	238.6135922649	199.8252628924	0.8374429176	-0.2559372391	0.3841593007	1
51030	RWDD2A	246.2743509034	277.0727497304	215.4759520764	0.7776872763	-0.3627379598	0.3841617241	1
49073	RP4-800J21.3	1.998338493	3.2818066733	0.7148703127	0.217828283	-2.1987368081	0.3842593547	1
9104	CCDC181	77.5355271443	89.0799126565	65.9911416321	0.7408083334	-0.4328277673	0.3842891763	1
25776	MRPS28	50.240714291	43.850942735	56.630485847	1.2914314337	0.3689710482	0.384294353	1
53853	STRCP1	3.7079555233	5.7147044393	1.7012066073	0.2976893425	-1.7481205217	0.3843256819	1
27048	NIPAL4	2.2106771195	1.185258594	3.2360956449	2.7302865899	1.4490523944	0.3843552529	1
57813	ZBTB1	401.0976674421	364.4987267294	437.6966081548	1.2008179345	0.2640174292	0.3843866862	1
22735	LRRC2	2.6023068415	1.4725395012	3.7320741817	2.5344475843	1.3416713274	0.3845313145	1
13708	DDIT4L	51.0162517063	44.4844626816	57.548040731	1.2936660861	0.371465285	0.384535359	1
14972	ELK3	639.8475202355	715.8231909309	563.8718495401	0.787725037	-0.344235964	0.3845667696	1
43208	RP11-479O9.4	6.2248374574	8.2130272447	4.2366476701	0.5158448333	-0.9549909282	0.3846513764	1
49343	RP5-1148A21.3	40.8434682336	46.8732260499	34.8137104173	0.7427205966	-0.4291085082	0.3846989441	1
56084	TSPYL4	1183.0876497138	1085.3881155586	1280.787183869	1.1800269097	0.2388197597	0.3847489139	1
6608	AP001626.2	4.536734072	5.8970028961	3.176465248	0.5386575696	-0.8925596672	0.3847954284	1
16263	FLJ26850	8.7211489241	11.5626385557	5.8796592924	0.5085049804	-0.9756661906	0.3847997915	1
45905	RP11-693N9.2	7.0837464795	4.7444568218	9.4230361373	1.9861148476	0.9899490495	0.3849310446	1
51682	SGCE	205.6061497848	267.5772640254	143.6350355442	0.5367983564	-0.8975478406	0.3849437558	1
22454	LINC01600	2.0009456043	0.9078670396	3.094024169	3.4080146476	1.7689315363	0.385003294	1
29144	PDCD4-AS1	17.3950567111	21.1363779601	13.6537354622	0.6459827454	-0.6304324648	0.3850409751	1
15969	FBXL14	125.8603619707	139.917820985	111.8029029564	0.7990612073	-0.3236220785	0.3850504133	1
55480	TPTE2P1	3.8706080902	2.0931256336	5.6480905467	2.698400161	1.4321043095	0.3850933974	1
50907	RPUSD4	265.0552309936	291.5182895096	238.5921724777	0.8184466672	-0.2890396861	0.3851285352	1
9830	CFLAR	802.4318466669	863.5737759862	741.2899173476	0.8583979018	-0.2202815452	0.3851367386	1
22504	LL09NC01-251B2.3	2.4846909801	3.8693023019	1.1000796584	0.2843095661	-1.8144654533	0.3852424023	1
29906	PNN	764.6162685528	697.5643082456	831.6682288599	1.1922459607	0.253681895	0.3853376837	1
17865	GVQW2	7.055571895	4.8361274738	9.2750163163	1.9178601818	0.9394975471	0.3853960372	1
55903	TRIM69	581.6782922341	527.451267537	635.9053169313	1.2056190895	0.2697741656	0.3854080641	1
56871	USP34	1589.4014905221	1417.8471433166	1760.9558377276	1.2419927254	0.3126567234	0.3854861741	1
7881	BOC	784.0771142999	971.1734012059	596.980827394	0.6147005536	-0.7020443104	0.3855032832	1
58642	ZNF823	53.3137931573	46.2531295955	60.3744567191	1.3053053328	0.3843873168	0.3855366385	1
56683	ULBP1	19.2215195579	22.1468478517	16.2961912641	0.7358244105	-0.4425665574	0.3855648981	1
11864	CTC-559E9.6	7.5809374132	4.4145740421	10.7473007843	2.4345045936	1.2836282228	0.385579037	1
53571	SRR	198.7599006624	185.120230801	212.3995705237	1.1473601216	0.1983182807	0.385745954	1
8118	BZW2	270.2396630322	248.6951246684	291.784201396	1.1732606411	0.2305235452	0.3859140179	1
58287	ZNF420	157.4313762166	140.577502464	174.2852499691	1.2397805261	0.3100847481	0.3859413688	1
17277	GNRH1	11.627749309	9.2803695741	13.9751290438	1.5058806583	0.5906074404	0.3859470589	1
6922	ARHGAP31-AS1	5.0966735182	7.1149740098	3.0783730266	0.4326611766	-1.2086904237	0.3859500867	1
46675	RP11-768F21.1	2.6551744873	1.2213935594	4.0889554152	3.3477787597	1.7432041895	0.3860241433	1
43384	RP11-48G14.3	2.5752731305	1.4923182067	3.6582280543	2.4513726616	1.2935898217	0.3862174447	1
56766	UQCRC2	2380.5092443321	2140.4939536057	2620.5245350585	1.2242615919	0.2919118562	0.3862217857	1
14591	E2F8	1.985717526	0.9143339467	3.0571011053	3.3435279487	1.7413711769	0.3863291504	1
10461	CNPY2	228.8369545218	253.2038400658	204.4700689778	0.8075314692	-0.3084096127	0.3863327458	1
10553	COL6A2	1269.6864909365	937.4052803164	1601.9677015565	1.7089382098	0.7731002343	0.3864956684	1
14575	DZIP3	383.4880785386	347.6783590654	419.2977980119	1.205993376	0.2702219832	0.3865263289	1
7484	AXIN1	394.2710336955	432.6321537172	355.9099136738	0.8226617246	-0.2816287732	0.386530346	1
8678	C9orf173	7.7134005707	10.6315703651	4.7952307764	0.4510369223	-1.1486825563	0.3865382243	1
36637	RP11-116D17.4	1.8448874619	0.6270530395	3.0627218843	4.884310722	2.2881549822	0.3865837092	1
6347	AP000318.2	1.9824840724	0.9078670396	3.0571011053	3.3673445251	1.751611336	0.3866121448	1
17846	GUF1	377.9753267674	338.4713793247	417.4792742101	1.2334256298	0.30267073	0.3866681956	1
16181	FGFR3	39.4953269534	27.908157392	51.0824965149	1.8303786881	0.8721421594	0.3867438452	1
38462	RP11-213G2.3	25.1539741062	20.3137146654	29.994233547	1.4765508939	0.5622310843	0.3869171764	1
1453	AC009948.5	12.7915844906	9.9138895208	15.6692794604	1.5805380348	0.6604157533	0.3869816353	1
52613	SNN	778.2840357961	832.6972708878	723.8708007044	0.8693084822	-0.2020598732	0.3870409444	1
13478	CYP2J2	2.6999470967	1.4858512995	3.9140428939	2.6342090188	1.3973698249	0.3870580899	1
7721	BET1	152.6286622647	140.6647919034	164.5925326259	1.1701046893	0.2266376136	0.3870636771	1
55192	TMPRSS13	3.1524160865	1.854913506	4.449918667	2.3989898464	1.2624270515	0.3871687282	1
47923	RP11-977G19.5	70.3685712694	63.7701055494	76.9670369895	1.2069454226	0.2713604397	0.38719059	1
22922	LYAR	84.1805743238	76.2730573744	92.0880912732	1.2073475804	0.2718410699	0.3872411186	1
16558	FTH1P15	11.415082932	15.1228796307	7.7072862332	0.5096440904	-0.9724380013	0.3873271548	1
4431	ACOX2	507.7368559083	541.9390653579	473.5346464587	0.8737783945	-0.1946606615	0.3873421012	1
27021	NIFK-AS1	96.0589891711	86.6972176222	105.4207607199	1.2159647519	0.2821014089	0.3874302187	1
53870	STX17	218.6607439462	233.1874984592	204.1339894331	0.8754070899	-0.1919740265	0.3874624046	1
50059	RPL23AP97	7.5710822599	9.731591064	5.4105734559	0.5559803551	-0.8468941868	0.3874888913	1
54779	TK1	13.5352396653	18.9567118305	8.1137675002	0.4280155532	-1.2242648729	0.3875136331	1
1423	AC009506.1	62.0548852299	55.0387170403	69.0710534195	1.2549539149	0.3276343857	0.3875404102	1
20421	KCTD3	779.6211728187	705.8114206385	853.430924999	1.209148648	0.2739916148	0.3876301758	1
30665	PRX	436.6934330794	387.741864878	485.6450012808	1.2524956557	0.3248055994	0.3876899447	1
8403	C1orf21	1533.6761766613	1296.5947194497	1770.757633873	1.3656986314	0.4496391594	0.3877375633	1
42717	RP11-452L6.1	12.6722907404	9.8416195901	15.5029618906	1.5752449837	0.6555762154	0.3877439498	1
12703	CTD-2515O10.5	3.2963946991	5.1104745667	1.4823148315	0.2900542429	-1.7856053716	0.3877583637	1
58619	ZNF791	409.1832914151	366.4756438088	451.8909390214	1.2330722291	0.3022573103	0.3877898322	1
58358	ZNF519	36.9038468104	30.8130982005	42.9945954204	1.3953350338	0.4806115691	0.3878095376	1
52433	SMAP2	732.6203538829	670.6174267074	794.6232810584	1.1849129614	0.2447810889	0.3878449713	1
23299	MCF2L-AS1	39.6827545799	44.5621566721	34.8033524877	0.7810069145	-0.3565927738	0.3878822401	1
1468	AC009967.3	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
11211	CTB-140J7.2	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
12977	CTD-2620I22.2	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
30863	PTH2R	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
37786	RP11-168P13.1	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
44779	RP11-585F1.6	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
48561	RP3-476K8.3	0.7411574157	0	1.4823148315	Inf	Inf	0.3879551918	1
20676	KLHL14	1.1537355152	0.3135265198	1.9939445106	6.3597315854	2.6689658774	0.3880702385	1
54920	TMEM132E	1.1537355152	0.3135265198	1.9939445106	6.3597315854	2.6689658774	0.3880702385	1
55500	TRAF3IP2-AS1	46.4062347679	52.3140730742	40.4983964615	0.7741396164	-0.3693343144	0.3881225844	1
10544	COL4A3BP	312.6706584201	283.4188043416	341.9225124987	1.2064214063	0.2707339326	0.388174997	1
16423	FOXO4	243.410587224	264.2911248274	222.5300496207	0.8419883557	-0.2481278132	0.3881961613	1
20658	KLF8	58.2855247504	63.4077971292	53.1632523716	0.8384339904	-0.2542308894	0.3882497952	1
10121	CHTF8	1043.7925669024	1147.8434978741	939.7416359307	0.8187018855	-0.288589877	0.3882621965	1
35823	RP1-313L4.3	19.3956154477	14.1724107187	24.6188201768	1.7370947445	0.7966764436	0.3883189828	1
44666	RP11-574K11.24	63.2736692495	55.0220739013	71.5252645978	1.2999376346	0.3784424106	0.3884017617	1
57656	YAE1D1	84.327961315	75.8387453136	92.8171773164	1.2238754338	0.2914567278	0.3884587304	1
26526	NAA40	631.9194605692	687.1803855602	576.6585355781	0.8391661748	-0.252971568	0.3885613912	1
13532	CYP51A1	54.9742673007	61.8110772551	48.1374573463	0.778783666	-0.3607054691	0.3885939057	1
32656	RN7SL689P	7.5364396058	5.1169414738	9.9559377378	1.945681378	0.9602754758	0.3886176539	1
4763	AES	2343.5054418755	2596.1662095421	2090.8446742088	0.8053585578	-0.3122968591	0.3887599596	1
15708	FAM234B	86.4950660097	95.277599363	77.7125326564	0.8156432695	-0.2939897832	0.3887617603	1
15631	FAM19A3	2.88727923	4.5849815319	1.1895769282	0.2594507568	-1.946467351	0.3887696492	1
54725	TIE1	6.8000568818	10.1238544215	3.4762593421	0.3433731065	-1.5421510453	0.3887725962	1
54524	TELO2	553.8213316784	600.0739316602	507.5687316967	0.8458436618	-0.2415370618	0.3887949615	1
16286	FLJ46284	8.2297031705	5.3422197872	11.1171865539	2.0810050872	1.0572804918	0.3888823714	1
13980	DIDO1	983.8526051625	887.8331366286	1079.8720736963	1.2163007092	0.2824999541	0.3889883616	1
45459	RP11-64K7.1	16.9938332975	14.0377602101	19.949906385	1.4211602197	0.5070692113	0.3890917195	1
10118	CHSY1	1105.7995412009	1021.9199934545	1189.6790889474	1.1641606942	0.2192902134	0.3891136353	1
5977	ALDH2	940.8082608536	860.5361393195	1021.0803823876	1.1865630457	0.2467887573	0.3891288028	1
19682	IKBIP	256.1358526648	232.5415343763	279.7301709533	1.2029256266	0.2665474476	0.3892046634	1
15588	FAM182A	5.8888690865	7.4087218241	4.3690163488	0.5897125648	-0.7619161614	0.3892729839	1
13973	DIAPH2	138.4612730146	121.8195294305	155.1030165988	1.2732196334	0.348481309	0.3893502305	1
2007	AC016995.3	3.1077089421	1.8024222809	4.4129956033	2.4483694249	1.2918212571	0.3893528706	1
30363	PRDM2	1131.8576554652	1013.6997586229	1250.0155523076	1.2331220775	0.3023156318	0.3893651995	1
54316	TBCEL	378.5483868137	343.5509043096	413.5458693179	1.2037397199	0.2675234773	0.3893835076	1
7043	ARMC10	364.2634811155	335.3708558747	393.1561063562	1.1723025405	0.2293449395	0.389399583	1
56318	TUT1	139.7453406166	153.5973671084	125.8933141248	0.81963198	-0.2869518191	0.3894084936	1
52455	SMC1A	1068.4156068031	910.9071029459	1225.9241106602	1.3458278091	0.4284938373	0.389427411	1
23295	MCEE	127.6606218384	138.2817188852	117.0395247916	0.846384654	-0.2406146251	0.3894672254	1
6186	ANKRD20A4	1.1455573853	0.2971702599	1.9939445106	6.7097713992	2.7462636149	0.3894845549	1
8786	CADPS	2.875836605	1.4923182067	4.2593550032	2.8541868512	1.5130797849	0.3894918795	1
18566	HNRNPA0	1510.7584325144	1647.5018708855	1374.0149941433	0.8339990494	-0.2618823557	0.3895683114	1
50481	RPN2	4339.9466813552	4729.1073317988	3950.7860309115	0.8354189816	-0.2594281715	0.3895760214	1
26620	NARS2	292.4514271668	262.3566909017	322.5461634319	1.2294184773	0.297976073	0.3896059325	1
55960	TRPC1	226.6313448838	200.2683337861	252.9943559815	1.2632768806	0.3371708786	0.3896899481	1
14113	DNAH11	19.9855283038	30.9589113217	9.0121452859	0.2911002003	-1.7804122629	0.3897322201	1
7410	ATP6V1E2	109.9515732798	97.2106689238	122.6924776359	1.2621297538	0.3358602348	0.389830762	1
58165	ZNF256	95.8727705133	105.5630147688	86.1825262578	0.8164083457	-0.2926371645	0.389843569	1
21391	LETMD1	659.0302997592	700.0294717554	618.031127763	0.8828644403	-0.1797361591	0.3898617308	1
56873	USP36	520.8160328363	576.6533742091	464.9786914634	0.8063400168	-0.3105397733	0.389878805	1
56009	TSFM	268.8414063792	245.7826741055	291.9001386529	1.1876351322	0.2480916764	0.3899376317	1
13358	CXorf57	10.3796493882	7.447901251	13.3113975254	1.7872682621	0.8377561936	0.3899606548	1
21709	LINC00493	226.1366943539	207.2878367143	244.9855519935	1.1818616851	0.2410612048	0.3899652214	1
23090	MANEAL	34.27656409	42.231665984	26.321462196	0.6232636479	-0.6820855256	0.3901242551	1
55050	TMEM245	2720.9418028936	2486.6926672893	2955.1909384978	1.1884021606	0.2490231332	0.3902453082	1
10226	CLCN3	917.7100544993	834.1852136677	1001.2348953309	1.2002549061	0.2633408331	0.3902496343	1
31794	RIN2	1420.7296302994	1540.6919977037	1300.7672628951	0.8442746927	-0.2442156252	0.3902504871	1
17211	GNA11	1168.9218457399	1267.1001137222	1070.7435777577	0.8450347105	-0.2429174924	0.3902589263	1
16849	GART	674.2730040417	600.4134239381	748.1325841453	1.2460290765	0.3173377345	0.390335292	1
8293	C18orf15	1.1406127089	0.2872809072	1.9939445106	6.940748448	2.7950912426	0.3903453892	1
11777	CTC-506B8.1	1.1406127089	0.2872809072	1.9939445106	6.940748448	2.7950912426	0.3903453892	1
43620	RP11-504P24.9	1.1406127089	0.2872809072	1.9939445106	6.940748448	2.7950912426	0.3903453892	1
56074	TSPY26P	193.9252434036	172.4123807402	215.438106067	1.2495512511	0.3214100757	0.3904127878	1
10838	CROCC	373.7503272802	342.6749250298	404.8257295306	1.181369572	0.2404603588	0.3904933418	1
37733	RP11-166D19.1	1569.908663125	1445.3700333903	1694.4472928598	1.1723276765	0.2293758728	0.3907027981	1
33408	RNF148	2.5784889555	1.1787916869	3.9781862241	3.3748000332	1.7548020208	0.3907377571	1
57331	WDR53	82.6916774222	93.5845337204	71.798821124	0.7672081942	-0.3823099656	0.3907733516	1
52050	SLC25A26	133.1128513668	120.4232630885	145.8024396451	1.2107497829	0.2759007443	0.3907993939	1
21901	LINC00882	18.5531210419	14.8737353031	22.2325067807	1.4947493906	0.5799036227	0.3908445914	1
56591	UBTF	1312.8087085324	1194.9706063741	1430.6468106908	1.1972234322	0.2596924208	0.3908887275	1
18846	HRH1	22.3030520797	11.3386058886	33.2674982708	2.9340025218	1.552870111	0.3909057712	1
22474	LINC01625	7.3821166608	5.1040076596	9.6602256619	1.8926746013	0.9204263965	0.3909610615	1
13550	CYTIP	3.0732851995	1.7335747958	4.4129956033	2.5456043858	1.3480082264	0.3910574847	1
57225	VWA7	39.5124916012	35.1473117746	43.8776714278	1.2483933824	0.3200726148	0.3911784532	1
11313	CTB-33G10.1	1.1352739834	0.3135265198	1.9570214469	6.2419646299	2.6420001822	0.3912796995	1
51	ABAT	353.7311225876	312.9798186664	394.4824265088	1.2604085087	0.3338913988	0.3913268182	1
6034	ALKBH6	33.4200165367	38.6297747789	28.2102582944	0.7302723988	-0.453493391	0.3914987826	1
29067	PCDHGB7	396.4380820039	419.5515185608	373.324645447	0.889818363	-0.1684172234	0.3915371155	1
53115	SNX13	590.4924533199	526.4680996695	654.5168069704	1.243222158	0.3140841223	0.3916120106	1
56703	UNC13D	115.2703211918	104.8589396266	125.6817027569	1.198578807	0.2613247698	0.3916125575	1
55941	TRMT12	177.0431085425	194.9179393814	159.1682777036	0.8165912189	-0.2923140411	0.3916209221	1
10504	COG2	573.2502652478	621.59692553	524.9036049655	0.8444436956	-0.2439268623	0.3917207494	1
30293	PPT1	1774.7688104999	2002.1942635792	1547.3433574207	0.7728237892	-0.3717885908	0.3917288547	1
36725	RP11-120E11.2	2.8515383139	4.476576636	1.2264999919	0.273981681	-1.8678486601	0.3918219261	1
29447	PHC1P1	7.1093468857	8.8976175852	5.3210761861	0.5980338147	-0.7417010337	0.3918326029	1
56976	VASH1	110.6752474763	102.8947465378	118.4557484148	1.1512322291	0.2031788864	0.3918631026	1
4873	AFF4	1636.5169759387	1464.67919535	1808.3547565274	1.2346422085	0.3040930185	0.3919012289	1
18730	HORMAD2-AS1	12.1657039835	15.1715704262	9.1598375407	0.603750125	-0.7279765123	0.3919271962	1
23529	MFN1	475.3614611763	426.1902294512	524.5326929014	1.2307478132	0.2995351762	0.3919287016	1
54516	TEFM	77.9490762405	66.1517577364	89.7463947447	1.3566743775	0.4400744935	0.3919927669	1
54749	TIMM44	394.8932941978	423.9384961898	365.8480922058	0.8629744538	-0.2126102422	0.3920322343	1
10715	CPEB1-AS1	15.3551606407	19.3731351061	11.3371861753	0.5852014201	-0.7729948245	0.3920556571	1
22894	LUM	3091.0146883233	3594.1282231233	2587.9011535233	0.7200358454	-0.4738593652	0.392066147	1
52549	SMUG1	220.7727213313	242.7581934021	198.7872492606	0.8188693715	-0.2882947677	0.392090672	1
23345	MDM2	936.0972647371	845.0432045619	1027.1513249123	1.2155015499	0.281551733	0.3921096532	1
40282	RP11-324O2.3	3.0500616374	1.7795991139	4.3205241609	2.4278075479	1.2796540638	0.3922189232	1
10747	CPSF2	763.4365585878	694.5437479295	832.3293692462	1.1983829265	0.2610889748	0.3922190172	1
4689	ADGRL4	0.9324014294	1.8648028588	0	0	-Inf	0.3923087188	1
7952	BRD9	275.4136475751	304.2528402225	246.5744549276	0.8104261401	-0.3032473861	0.3923621177	1
54044	SYNDIG1L	10.1094075185	7.4615910334	12.7572240035	1.7097190058	0.7737592361	0.3924750617	1
33387	RNF123	517.4043692255	559.829639327	474.9790991239	0.8484350698	-0.2371238394	0.3926753772	1
58142	ZNF223	18.5793715497	15.1507488735	22.0079942259	1.4526010833	0.538638561	0.3928433749	1
29488	PHKG2	385.349957042	425.7506755404	344.9492385436	0.8102141896	-0.3036247432	0.3929821905	1
51044	RYK	633.6557577292	586.4622536657	680.8492617927	1.1609430233	0.2152971694	0.3930663866	1
20512	KIAA1107	43.1209171655	37.4376712936	48.8041630373	1.3036110781	0.3825135173	0.3931053838	1
19029	HTN1	1.7763800601	0.600807427	2.9519526932	4.9133092581	2.2966950494	0.3932220232	1
43468	RP11-496H1.2	1.7763800601	0.600807427	2.9519526932	4.9133092581	2.2966950494	0.3932220232	1
23127	MAP3K4	238.3696966301	210.3678325153	266.3715607449	1.2662181169	0.3405259427	0.3932560453	1
55427	TPM4	1563.6545118671	1398.9095683953	1728.3994553389	1.2355333714	0.305133978	0.3933351934	1
56257	TUBB4B	2682.7437222125	3015.8342680989	2349.6531763262	0.7791055368	-0.3601093275	0.3934073986	1
15692	FAM225A	0.7226958839	0	1.4453917678	Inf	Inf	0.3934324166	1
22643	LOC401913	0.7226958839	0	1.4453917678	Inf	Inf	0.3934324166	1
35418	RP1-102E24.9	0.7226958839	0	1.4453917678	Inf	Inf	0.3934324166	1
39271	RP11-269G24.4	0.7226958839	0	1.4453917678	Inf	Inf	0.3934324166	1
49676	RP6-114E22.1	0.7226958839	0	1.4453917678	Inf	Inf	0.3934324166	1
43824	RP11-520H14.7	7.2218719489	5.1530764392	9.2906674586	1.8029360846	0.850348253	0.3934451421	1
17981	HAUS6	198.2765968675	176.4090265952	220.1441671398	1.2479189494	0.3195242362	0.3934781674	1
55122	TMEM62	157.8270587828	171.5695401669	144.0845773988	0.8398027835	-0.2518775249	0.3935156865	1
7254	ATG2B	739.208969213	657.6413543541	820.7765840718	1.2480610878	0.3196885503	0.3935328825	1
54333	TBX1	23.6139829107	15.2465979393	31.9813678821	2.0976068241	1.0687442842	0.3935369299	1
22945	LYPLAL1	184.9895185525	170.0548884713	199.9241486337	1.1756448193	0.2334522653	0.3935597163	1
8020	BTBD7P1	0.927456753	1.854913506	0	0	-Inf	0.3936557437	1
28702	OTX1	0.927456753	1.854913506	0	0	-Inf	0.3936557437	1
37790	RP11-169D4.2	0.927456753	1.854913506	0	0	-Inf	0.3936557437	1
14821	EIF1AX	1139.1939168691	922.856965323	1355.5308684151	1.4688417809	0.5546790016	0.3937565394	1
27531	NUDT21	772.1047889568	706.3391110618	837.8704668518	1.1862155921	0.2463662404	0.393796474	1
2862	AC079776.3	1.7682019301	0.5844511671	2.9519526932	5.0508115295	2.3365152088	0.3940345213	1
14157	DNAJC12	95.7535672332	87.3979614237	104.1091730427	1.1912082541	0.2524256558	0.3940512029	1
56301	TUG1	1337.6147452012	1232.3489209623	1442.8805694401	1.1708376945	0.2275410984	0.3941335557	1
58184	ZNF280C	45.700550655	39.6077349497	51.7933663604	1.307657871	0.3869851308	0.3942834213	1
30344	PRAP1	2.5219698324	1.1951479468	3.848791718	3.220347513	1.6872163803	0.3943134319	1
39176	RP11-264B17.3	4.3589509527	6.0217640519	2.6961378536	0.447732231	-1.1592919173	0.3943195891	1
8166	C11orf68	481.286633185	525.8351963832	436.7380699869	0.8305607403	-0.2678424161	0.3944491426	1
4388	ACAN	0.9242232994	1.8484465989	0	0	-Inf	0.3945417847	1
22325	LINC01444	0.9242232994	1.8484465989	0	0	-Inf	0.3945417847	1
54429	TCF23	0.9242232994	1.8484465989	0	0	-Inf	0.3945417847	1
7764	BIRC7	2.5176018513	1.2050372995	3.8301664031	3.1784629444	1.6683292691	0.394593474	1
54995	TMEM191B	2.5176018513	1.2050372995	3.8301664031	3.1784629444	1.6683292691	0.394593474	1
58001	ZFX	559.9437152087	480.741260255	639.1461701624	1.3295013826	0.4108852775	0.3946278438	1
17339	GOLGB1	2743.3811865977	2364.3086909943	3122.4536822011	1.3206624389	0.4012617611	0.3946865647	1
2102	AC018804.7	20.4729061052	25.9347468383	15.011065372	0.5788013072	-0.7888599147	0.3947591104	1
48868	RP4-671G15.2	2.5137917025	1.1787916869	3.848791718	3.2650312695	1.7070968087	0.3948381923	1
23130	MAP3K7	647.4307085166	700.2136736969	594.6477433364	0.849237548	-0.2357599352	0.3948499351	1
58070	ZNF101	125.5590053283	111.3029219734	139.8150886832	1.2561672794	0.3290285957	0.3948801835	1
57078	VN1R2	1.835292751	0.600807427	3.0697780751	5.1094209848	2.3531598098	0.3949817003	1
53305	SPATA18	84.3360128126	67.5446721487	101.1273534766	1.4971921583	0.5822593971	0.3950001228	1
29727	PLCB4	507.991529237	416.1222334729	599.860825001	1.4415495658	0.5276204429	0.395023859	1
50316	RPL5P3	1.7579185282	0.600807427	2.9150296294	4.8518535202	2.2785359955	0.3950624247	1
26290	MTPN	1659.9606121607	1521.2013770668	1798.7198472546	1.182433749	0.2417593525	0.3951087578	1
57688	YIPF3	1252.6803911786	1378.1278279653	1127.2329543918	0.8179451365	-0.2899240169	0.3951944886	1
10316	CLK3	629.1922124624	683.0141145584	575.3703103664	0.8423988584	-0.2474246137	0.3952200603	1
8115	BZW1	2059.3492452768	1888.549171627	2230.1493189267	1.1808796681	0.2398619612	0.3952751278	1
10579	COMMD5	226.4815427929	250.7144478461	202.2486377397	0.8066892015	-0.309915151	0.3953404822	1
30444	PRKAR2A	594.0447213383	640.3495791729	547.7398635036	0.8553763152	-0.2253688343	0.3953443225	1
42520	RP11-442J21.2	4.01287548	5.3452642487	2.6804867112	0.5014694478	-0.995766288	0.3954901932	1
27568	NUP54	272.1864582554	241.8313242142	302.5415922966	1.2510438558	0.3231323646	0.3955246181	1
6090	AMMECR1	48.9467013912	42.2243520038	55.6690507787	1.3184110149	0.3988002009	0.3956628887	1
43625	RP11-505K9.1	29.725918023	34.0215920959	25.4302439501	0.7474736596	-0.4199053541	0.3958627556	1
29174	PDE4A	53.6972942708	48.1251553295	59.2694332121	1.2315686631	0.3004970641	0.3958688802	1
2191	AC021188.4	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
9325	CD160	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
15550	FAM166AP4	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
24100	MIR339	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
37405	RP11-151A6.4	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
38132	RP11-190C22.9	0.9192786231	1.8385572462	0	0	-Inf	0.3959047431	1
13672	DCPS	113.0376105158	127.7754904589	98.2997305727	0.7693160106	-0.3783517616	0.3959200955	1
29070	PCDHGC3	1849.9550141298	2025.8439952851	1674.0660329744	0.8263548609	-0.2751666448	0.3959545924	1
15727	FAM32A	750.1365464692	825.7874514163	674.4856415222	0.816778749	-0.2919827643	0.3961089153	1
7477	AVPI1	133.0021995625	123.6347738316	142.3696252934	1.1515338354	0.2035568023	0.3961540638	1
1059	AC007389.3	9.0867422677	7.2427796272	10.9307049083	1.5091864548	0.5937710569	0.3963278049	1
6112	AMZ2	681.4220358094	620.7300578068	742.114013812	1.1955503112	0.2576748429	0.3963306442	1
18137	HEXB	1527.1350706297	1675.9361702733	1378.3339709861	0.8224262925	-0.2820417075	0.3963436965	1
52585	SND1	2759.3644988617	2953.3264720223	2565.4025257011	0.8686484715	-0.203155636	0.3963800205	1
52186	SLC35E1	1956.7691877438	1806.6699439007	2106.8684315868	1.1661612231	0.2217672566	0.3964254692	1
16065	FCHSD1	374.8401966159	405.5109661298	344.169427102	0.8487302585	-0.2366219823	0.3964551666	1
40905	RP11-354M20.3	1.4785450836	0.3135265198	2.6435636475	8.4317066685	3.0758246778	0.3964945204	1
58085	ZNF133	226.1864603334	255.0896672762	197.2832533906	0.7733878659	-0.3707359655	0.3965284524	1
52604	SNHG25	16.4157910078	12.7965879453	20.0349940704	1.5656512624	0.6467628984	0.396547379	1
22601	LMAN1	1519.1132200563	1640.2858847394	1397.9405553732	0.8522542127	-0.2306442692	0.3965912332	1
29233	PDPR	700.9164823527	767.2072519574	634.6257127479	0.8271894082	-0.2737103821	0.3966024205	1
7503	B3GALT1	13.3907352374	17.0231525916	9.7583178833	0.5732379964	-0.8027938549	0.3966024837	1
44618	RP11-571L19.8	6.4064815756	4.757390636	8.0555725152	1.6932753964	0.759816634	0.3966378587	1
56044	TSPAN4	1421.5720020129	1305.1687642285	1537.9752397973	1.1783726993	0.2367959114	0.3966506131	1
25675	MRPL27	338.4371681612	307.0339497896	369.8403865327	1.2045586059	0.2685045874	0.3966574	1
13167	CTD-3193K9.4	9.0647724803	6.2694875482	11.8600574125	1.8917108171	0.919691563	0.3967398661	1
7466	AUTS2	259.3119778217	282.2245805234	236.39937512	0.8376285818	-0.2556174238	0.3967761637	1
53445	SPON2	6.3980920425	4.8330830123	7.9631010728	1.6476234843	0.7203865949	0.3967901212	1
35728	RP1-261G23.7	3.5468481442	5.0385826201	2.0551136683	0.4078753537	-1.2937997615	0.3968009316	1
